location_type,country,state,location_name,quarter,from_date,to_date,transaction_category,payment_type,transaction_count,transaction_amount,transaction_amount_crores,avg_transaction_value
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q4 2020,01/10/20,28/12/20,Recharge & bill payments,TOTAL,80811,33710030.53,3.371003053,417.1465584
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q4 2020,01/10/20,28/12/20,Merchant payments,TOTAL,59391,56867468.94,5.686746894,957.5098742
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q4 2020,01/10/20,28/12/20,Financial Services,TOTAL,965,1880546.967,0.188054697,1948.753334
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q4 2020,01/10/20,28/12/20,Others,TOTAL,1925,1508083.692,0.150808369,783.4200996
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q1 2021,01/01/21,28/03/21,Peer-to-peer payments,TOTAL,105458,665391395.7,66.53913957,6309.539302
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q1 2021,01/01/21,28/03/21,Recharge & bill payments,TOTAL,84119,37160922.87,3.716092287,441.7661036
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q1 2021,01/01/21,28/03/21,Merchant payments,TOTAL,53090,78606979.06,7.860697906,1480.63626
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q1 2021,01/01/21,28/03/21,Financial Services,TOTAL,884,1469351.085,0.146935109,1662.161861
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q1 2021,01/01/21,28/03/21,Others,TOTAL,1201,1077918.666,0.107791867,897.517624
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q2 2021,01/04/21,28/06/21,Peer-to-peer payments,TOTAL,132772,748382044.8,74.83820448,5636.595402
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q2 2021,01/04/21,28/06/21,Recharge & bill payments,TOTAL,120911,43691961.26,4.369196126,361.35638
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q2 2021,01/04/21,28/06/21,Merchant payments,TOTAL,85143,103707408.5,10.37074085,1218.037989
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q2 2021,01/04/21,28/06/21,Financial Services,TOTAL,960,2038521.514,0.203852151,2123.45991
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q2 2021,01/04/21,28/06/21,Others,TOTAL,1628,1327080.056,0.132708006,815.1597396
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q3 2021,01/07/21,28/09/21,Peer-to-peer payments,TOTAL,192321,1077787837,107.7787837,5604.108949
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q3 2021,01/07/21,28/09/21,Recharge & bill payments,TOTAL,136010,51243450.86,5.124345086,376.7623767
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q3 2021,01/07/21,28/09/21,Merchant payments,TOTAL,118340,176991328.2,17.69913282,1495.617105
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q3 2021,01/07/21,28/09/21,Financial Services,TOTAL,990,2351013.442,0.235101344,2374.761052
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q3 2021,01/07/21,28/09/21,Others,TOTAL,2103,1650766.127,0.165076613,784.9577398
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q4 2021,01/10/21,28/12/21,Peer-to-peer payments,TOTAL,285778,1544932663,154.4932663,5406.05877
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q4 2021,01/10/21,28/12/21,Merchant payments,TOTAL,210164,322842314.6,32.28423146,1536.144699
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q4 2021,01/10/21,28/12/21,Recharge & bill payments,TOTAL,135608,59243518.11,5.924351811,436.8733269
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q4 2021,01/10/21,28/12/21,Financial Services,TOTAL,1718,3137965.167,0.313796517,1826.522216
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q4 2021,01/10/21,28/12/21,Others,TOTAL,2855,2453640.143,0.245364014,859.4186139
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q1 2022,01/01/22,28/03/22,Peer-to-peer payments,TOTAL,342649,1682328506,168.2328506,4909.772116
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q1 2022,01/01/22,28/03/22,Merchant payments,TOTAL,284298,370091558.7,37.00915587,1301.773346
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q1 2022,01/01/22,28/03/22,Recharge & bill payments,TOTAL,163401,71300133.66,7.130013366,436.3506567
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q1 2022,01/01/22,28/03/22,Financial Services,TOTAL,1757,2869682.023,0.286968202,1633.285158
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q1 2022,01/01/22,28/03/22,Others,TOTAL,2643,2440321.982,0.244032198,923.3151654
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q2 2022,01/04/22,28/06/22,Merchant payments,TOTAL,449540,510838980.9,51.08389809,1136.359347
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q2 2022,01/04/22,28/06/22,Peer-to-peer payments,TOTAL,437606,2088309073,208.8309073,4772.121665
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q2 2022,01/04/22,28/06/22,Recharge & bill payments,TOTAL,179515,82232936.62,8.223293662,458.0839296
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q2 2022,01/04/22,28/06/22,Financial Services,TOTAL,1448,2089862.393,0.208986239,1443.275133
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q2 2022,01/04/22,28/06/22,Others,TOTAL,3108,2449496.708,0.244949671,788.126354
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q3 2022,01/07/22,28/09/22,Merchant payments,TOTAL,716105,693438186.3,69.34381863,968.3470808
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q3 2022,01/07/22,28/09/22,Peer-to-peer payments,TOTAL,622217,2514535155,251.4535155,4041.25113
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q3 2022,01/07/22,28/09/22,Recharge & bill payments,TOTAL,240766,97748065.63,9.774806563,405.987829
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q3 2022,01/07/22,28/09/22,Financial Services,TOTAL,1814,2166304.978,0.216630498,1194.214431
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q3 2022,01/07/22,28/09/22,Others,TOTAL,3477,2744060.671,0.274406067,789.2035292
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q4 2022,01/10/22,28/12/22,Merchant payments,TOTAL,956536,906365300.7,90.63653007,947.5495963
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q4 2022,01/10/22,28/12/22,Peer-to-peer payments,TOTAL,768758,2961630585,296.1630585,3852.487499
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q4 2022,01/10/22,28/12/22,Recharge & bill payments,TOTAL,256050,110037119.7,11.00371197,429.7485634
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q4 2022,01/10/22,28/12/22,Financial Services,TOTAL,2499,3533987.23,0.353398723,1414.160556
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q4 2022,01/10/22,28/12/22,Others,TOTAL,3692,3107412.044,0.310741204,841.6609002
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q1 2023,01/01/23,28/03/23,Merchant payments,TOTAL,1122063,1008821751,100.8821751,899.0776374
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q1 2023,01/01/23,28/03/23,Peer-to-peer payments,TOTAL,862347,3299762230,329.976223,3826.490067
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q1 2023,01/01/23,28/03/23,Recharge & bill payments,TOTAL,286024,146338470,14.633847,511.630038
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q1 2023,01/01/23,28/03/23,Financial Services,TOTAL,2515,3556954,0.3556954,1414.295825
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q1 2023,01/01/23,28/03/23,Others,TOTAL,3443,3049182,0.3049182,885.6177752
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q2 2023,01/04/23,28/06/23,Merchant payments,TOTAL,1410653,1159905474,115.9905474,822.2471962
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q2 2023,01/04/23,28/06/23,Peer-to-peer payments,TOTAL,970525,3664415887,366.4415887,3775.704786
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q2 2023,01/04/23,28/06/23,Recharge & bill payments,TOTAL,320922,158455723,15.8455723,493.7515128
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q2 2023,01/04/23,28/06/23,Financial Services,TOTAL,2158,4161814,0.4161814,1928.551437
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q2 2023,01/04/23,28/06/23,Others,TOTAL,3517,3405338,0.3405338,968.2507819
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q3 2023,01/07/23,28/09/23,Merchant payments,TOTAL,1657848,1289780198,128.9780198,777.9845909
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q3 2023,01/07/23,28/09/23,Peer-to-peer payments,TOTAL,1111211,3757627272,375.7627272,3381.560543
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q3 2023,01/07/23,28/09/23,Recharge & bill payments,TOTAL,323935,157992380,15.799238,487.7286493
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q3 2023,01/07/23,28/09/23,Financial Services,TOTAL,2199,3850023,0.3850023,1750.806276
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q3 2023,01/07/23,28/09/23,Others,TOTAL,3183,2346918,0.2346918,737.328935
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q4 2023,01/10/23,28/12/23,Merchant payments,TOTAL,2039888,1653303276,165.3303276,810.4872797
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q4 2023,01/10/23,28/12/23,Peer-to-peer payments,TOTAL,1321796,4420459049,442.0459049,3344.282362
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q4 2023,01/10/23,28/12/23,Recharge & bill payments,TOTAL,327460,185028400,18.50284,565.0412264
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q4 2023,01/10/23,28/12/23,Financial Services,TOTAL,3276,7836466,0.7836466,2392.083639
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q4 2023,01/10/23,28/12/23,Others,TOTAL,3363,2925308,0.2925308,869.8507285
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q1 2024,01/01/24,28/03/24,Merchant payments,TOTAL,2401038,1887811915,188.7811915,786.2482456
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q1 2024,01/01/24,28/03/24,Peer-to-peer payments,TOTAL,1436380,4771886847,477.1886847,3322.161856
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q1 2024,01/01/24,28/03/24,Recharge & bill payments,TOTAL,341224,188939343,18.8939343,553.7105919
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q1 2024,01/01/24,28/03/24,Financial Services,TOTAL,3761,7962745,0.7962745,2117.188248
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q1 2024,01/01/24,28/03/24,Others,TOTAL,2517,2550985,0.2550985,1013.502185
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q2 2024,01/04/24,28/06/24,Merchant payments,TOTAL,2769052,2053269052,205.3269052,741.5061371
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q2 2024,01/04/24,28/06/24,Peer-to-peer payments,TOTAL,1513157,5033712226,503.3712226,3326.629177
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q2 2024,01/04/24,28/06/24,Recharge & bill payments,TOTAL,365214,196987648,19.6987648,539.3759494
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q2 2024,01/04/24,28/06/24,Financial Services,TOTAL,3371,9550750,0.955075,2833.20973
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q2 2024,01/04/24,28/06/24,Others,TOTAL,2430,2260654,0.2260654,930.3102881
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q3 2024,01/07/24,28/09/24,Merchant payments,TOTAL,3158032,2132361939,213.2361939,675.2185978
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q3 2024,01/07/24,28/09/24,Peer-to-peer payments,TOTAL,1733054,5305660809,530.5660809,3061.451524
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q3 2024,01/07/24,28/09/24,Recharge & bill payments,TOTAL,382130,213105223,21.3105223,557.6772905
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q3 2024,01/07/24,28/09/24,Financial Services,TOTAL,4169,10756400,1.07564,2580.091149
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q3 2024,01/07/24,28/09/24,Others,TOTAL,1865,1960638,0.1960638,1051.280429
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q4 2024,01/10/24,28/12/24,Merchant payments,TOTAL,3666060,2546601178,254.6601178,694.6425258
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q4 2024,01/10/24,28/12/24,Peer-to-peer payments,TOTAL,1993301,6142805445,614.2805445,3081.72496
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q4 2024,01/10/24,28/12/24,Recharge & bill payments,TOTAL,389318,214912264,21.4912264,552.0224187
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q4 2024,01/10/24,28/12/24,Financial Services,TOTAL,12889,12789955,1.2789955,992.3155404
state,India,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Q4 2024,01/10/24,28/12/24,Others,TOTAL,2332,3835931,0.3835931,1644.910377
state,India,Andhra Pradesh,Andhra Pradesh,Q1 2018,01/01/18,28/03/18,Recharge & bill payments,TOTAL,5027448,892293975.7,89.22939757,177.4844764
state,India,Andhra Pradesh,Andhra Pradesh,Q1 2018,01/01/18,28/03/18,Peer-to-peer payments,TOTAL,3049646,10524250283,1052.425028,3450.974403
state,India,Andhra Pradesh,Andhra Pradesh,Q1 2018,01/01/18,28/03/18,Merchant payments,TOTAL,362672,247297640.2,24.72976402,681.8768481
state,India,Andhra Pradesh,Andhra Pradesh,Q1 2018,01/01/18,28/03/18,Financial Services,TOTAL,204305,44808449.76,4.480844976,219.3213566
state,India,Andhra Pradesh,Andhra Pradesh,Q1 2018,01/01/18,28/03/18,Others,TOTAL,395514,287626043,28.7626043,727.2208897
state,India,Andhra Pradesh,Andhra Pradesh,Q2 2018,01/04/18,28/06/18,Recharge & bill payments,TOTAL,6456387,1598591488,159.8591488,247.5984616
state,India,Andhra Pradesh,Andhra Pradesh,Q2 2018,01/04/18,28/06/18,Peer-to-peer payments,TOTAL,4745000,20451493099,2045.14931,4310.114457
state,India,Andhra Pradesh,Andhra Pradesh,Q2 2018,01/04/18,28/06/18,Merchant payments,TOTAL,604847,436785223.9,43.67852239,722.141672
state,India,Andhra Pradesh,Andhra Pradesh,Q2 2018,01/04/18,28/06/18,Financial Services,TOTAL,225621,68952114.81,6.895211481,305.610359
state,India,Andhra Pradesh,Andhra Pradesh,Q2 2018,01/04/18,28/06/18,Others,TOTAL,322063,328092346.6,32.80923466,1018.721016
state,India,Andhra Pradesh,Andhra Pradesh,Q3 2018,01/07/18,28/09/18,Peer-to-peer payments,TOTAL,16129591,32738630445,3273.863044,2029.724774
state,India,Andhra Pradesh,Andhra Pradesh,Q3 2018,01/07/18,28/09/18,Recharge & bill payments,TOTAL,7542005,1949098147,194.9098147,258.4323594
state,India,Andhra Pradesh,Andhra Pradesh,Q3 2018,01/07/18,28/09/18,Merchant payments,TOTAL,1225416,685277254.5,68.52772545,559.2200971
state,India,Andhra Pradesh,Andhra Pradesh,Q3 2018,01/07/18,28/09/18,Financial Services,TOTAL,380324,60790077.57,6.079007757,159.8376058
state,India,Andhra Pradesh,Andhra Pradesh,Q3 2018,01/07/18,28/09/18,Others,TOTAL,348725,284248675.6,28.42486756,815.1083965
state,India,Andhra Pradesh,Andhra Pradesh,Q4 2018,01/10/18,28/12/18,Peer-to-peer payments,TOTAL,17580086,47011639726,4701.163973,2674.141624
state,India,Andhra Pradesh,Andhra Pradesh,Q4 2018,01/10/18,28/12/18,Recharge & bill payments,TOTAL,9767083,2418164314,241.8164314,247.5830618
state,India,Andhra Pradesh,Andhra Pradesh,Q4 2018,01/10/18,28/12/18,Merchant payments,TOTAL,2622131,1671585889,167.1585889,637.4913719
state,India,Andhra Pradesh,Andhra Pradesh,Q4 2018,01/10/18,28/12/18,Financial Services,TOTAL,400837,57178116.4,5.71781164,142.6468026
state,India,Andhra Pradesh,Andhra Pradesh,Q4 2018,01/10/18,28/12/18,Others,TOTAL,389411,315211361.3,31.52113613,809.4567469
state,India,Andhra Pradesh,Andhra Pradesh,Q1 2019,01/01/19,28/03/19,Peer-to-peer payments,TOTAL,37420988,77524329742,7752.432974,2071.680463
state,India,Andhra Pradesh,Andhra Pradesh,Q1 2019,01/01/19,28/03/19,Recharge & bill payments,TOTAL,14022264,3480641602,348.0641602,248.2225126
state,India,Andhra Pradesh,Andhra Pradesh,Q1 2019,01/01/19,28/03/19,Merchant payments,TOTAL,5043682,2423536770,242.353677,480.5094315
state,India,Andhra Pradesh,Andhra Pradesh,Q1 2019,01/01/19,28/03/19,Financial Services,TOTAL,416325,47150177.53,4.715017753,113.2532938
state,India,Andhra Pradesh,Andhra Pradesh,Q1 2019,01/01/19,28/03/19,Others,TOTAL,361263,284937624.5,28.49376245,788.7262868
state,India,Andhra Pradesh,Andhra Pradesh,Q2 2019,01/04/19,28/06/19,Peer-to-peer payments,TOTAL,32494402,1.03925E+11,10392.46492,3198.232398
state,India,Andhra Pradesh,Andhra Pradesh,Q2 2019,01/04/19,28/06/19,Recharge & bill payments,TOTAL,14093964,4708345388,470.8345388,334.0682144
state,India,Andhra Pradesh,Andhra Pradesh,Q2 2019,01/04/19,28/06/19,Merchant payments,TOTAL,9226537,4613405203,461.3405203,500.0148163
state,India,Andhra Pradesh,Andhra Pradesh,Q2 2019,01/04/19,28/06/19,Financial Services,TOTAL,145310,26626696.77,2.662669677,183.2406357
state,India,Andhra Pradesh,Andhra Pradesh,Q2 2019,01/04/19,28/06/19,Others,TOTAL,448802,361492238.4,36.14922384,805.4603999
state,India,Andhra Pradesh,Andhra Pradesh,Q3 2019,01/07/19,28/09/19,Peer-to-peer payments,TOTAL,39023491,1.24339E+11,12433.86453,3186.251208
state,India,Andhra Pradesh,Andhra Pradesh,Q3 2019,01/07/19,28/09/19,Recharge & bill payments,TOTAL,20147629,6893984677,689.3984677,342.1734973
state,India,Andhra Pradesh,Andhra Pradesh,Q3 2019,01/07/19,28/09/19,Merchant payments,TOTAL,16581787,7887394038,788.7394038,475.6661051
state,India,Andhra Pradesh,Andhra Pradesh,Q3 2019,01/07/19,28/09/19,Financial Services,TOTAL,122270,29778183.03,2.977818303,243.5444756
state,India,Andhra Pradesh,Andhra Pradesh,Q3 2019,01/07/19,28/09/19,Others,TOTAL,413437,298142027.6,29.81420276,721.1304929
